Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2022 Chevrolet Traverse Premier,"$43,698 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC," 23,853 mi. "
2023 Toyota 4Runner Limited,"$51,946 ", Four-wheel Drive ,Gasoline ,Automatic,4.0L V6 24V MPFI DOHC, 0 mi. 
2023 Toyota Highlander LE,"$42,312 ", All-wheel Drive ,Gasoline ,Automatic,2.4L I4 16V PDI DOHC Turbo, 1 mi. 
2017 BMW 430 Gran Coupe i xDrive,"$20,000 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 89,226 mi. "
2023 Dodge Challenger R/T Scat Pack,"$59,790 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 12 mi. 
2023 Cadillac CT5 Luxury AWD,"$45,540 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 6 mi. 
2011 Jeep Wrangler Unlimited Rubicon,"$17,771 ", Four-wheel Drive ,Gasoline ,4-Speed Automatic,3.8L V6 12V MPFI OHV," 134,790 mi. "
2016 Porsche 911 GT3,"$139,999 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC," 22,542 mi. "
2002 Lexus GS 300 Base (A5),"$5,995 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,3.0L I6 24V MPFI DOHC," 178,341 mi. "
2018 Honda Accord Sport,"$23,900 ", Front-wheel Drive ,Gasoline ,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo," 70,933 mi. "
2010 Buick LaCrosse CXL,"$6,657 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.0L V6 24V GDI DOHC," 162,217 mi. "
2019 Hyundai Elantra GT N Line,"$22,573 ", Front-wheel Drive ,Gasoline ,6-Speed Manual,1.6L I4 16V GDI DOHC Turbo," 18,450 mi. "
2023 Toyota Tundra SR5,"$53,853 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.4L V6 24V PDI DOHC Twin Turbo, 2 mi. 
2021 Volkswagen Atlas 2.0T S,"$28,900 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 30,205 mi. "
2023 Chrysler 300 Touring L,"$38,835 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 20 mi. 
2007 Jeep Wrangler X,"$16,274 ", Four-wheel Drive ,Gasoline ,6-Speed Manual,3.8L V6 12V MPFI OHV," 84,098 mi. "
2018 Chevrolet Corvette Grand Sport,"$69,999 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV," 7,018 mi. "
2023 Jeep Grand Cherokee L Overland,"$64,185 ", Four-wheel Drive ,Gasoline ,AUTOMATIC,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 293", 14 mi. 
2013 Chevrolet Silverado 1500 LT,"$17,885 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V MPFI OHV," 89,523 mi. "
2023 Volkswagen Tiguan SE,"$34,051 ", Front-wheel Drive ,Gasoline ,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/121, 0 mi. 
2015 Lexus LS 460 Crafted Line,"$27,900 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC," 126,219 mi. "
2022 Lexus LX 600 F SPORT,"$131,995 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 10,197 mi. "
2006 Porsche Cayman S,"$39,999 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,3.4L H6 24V MPFI DOHC," 13,858 mi. "
2023 GMC Sierra 1500 Denali Ultimate,"$84,575 ", Four-wheel Drive ,Gasoline ,Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr", 0 mi. 
2023 GMC Sierra 1500 SLE,"$55,445 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV," 2,819 mi. "
2018 Porsche 718 Cayman GTS,"$78,890 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo," 10,051 mi. "
2022 Jeep Grand Cherokee Limited,"$42,954 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 19,850 mi. "
2016 Lexus LX 570 Base,"$52,973 ", Four-wheel Drive ,Gasoline ,Automatic,Premium Unleaded V-8 5.7 L/346," 53,344 mi. "
2021 Ford Bronco Sport Base,"$28,545 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo," 27,058 mi. "
2023 Mazda CX-5 2.5 S Select Package,"$30,674 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC, 5 mi. 
2016 BMW 528 i,"$20,000 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 62,593 mi. "
2022 Chevrolet Colorado Z71,"$39,790 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC," 5,678 mi. "
2023 GMC Yukon Denali Ultimate,"$99,997 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,6.2L V8 16V GDI OHV," 10,289 mi. "
2008 Chevrolet Silverado 1500 LS Crew Cab,"$11,990 ", Rear-wheel Drive ,Gasoline ,4-Speed Automatic,4.8L V8 16V MPFI OHV," 94,752 mi. "
2023 Toyota GR86 Premium,"$35,958 ", Rear-wheel Drive ,Gasoline ,Automatic,2.4L H4 16V PDI DOHC," 4,265 mi. "
2017 Tesla Model 3 Long Range,"$29,950 ", Rear-wheel Drive ,Automatic,–, 5YJ3E1EA4HF002384 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System

"
2023 Honda Odyssey Touring,"$45,945 ", FWD ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC, – 
2021 Ford Expedition XLT,"$45,991 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 35,374 mi. "
2022 Genesis G90 5.0 Ultimate,"$64,656 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC," 25,184 mi. "
2013 Dodge Challenger SXT,"$18,798 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 58,941 mi. "
2020 BMW ALPINA B7 xDrive,"$81,700 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 46,815 mi. "
2021 Nissan Armada SL 4WD,"$39,178 ", Four-wheel Drive ,Gasoline ,Automatic,"Endurance 5.6L V-8 gasoline direct injection, DOHC, variable val"," 68,012 mi. "
2023 Bentley Continental GT ,"$342,750 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 32 mi. 
2019 Mercedes-Benz AMG E 63 S 4MATIC,"$81,995 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo," 25,468 mi. "
2022 Ford Mustang GT Premium,"$150,765 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,"5L V-8 port/direct injection, DOHC, Ti-VCT variable valve contro", 15 mi. 
2023 Mazda MX-5 Miata RF Grand Touring,"$38,240 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC, 6 mi. 
2003 Hummer H1 ,"$38,900 ", Four-wheel Drive ,Gasoline ,4-Speed Automatic with Overdrive,6.5L, 897 mi. 
2022 Cadillac CT4 Luxury,"$36,498 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 7,681 mi. "
2023 Volkswagen Arteon 2.0T SEL R-Line,"$44,395 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 1,628 mi. "
2018 Ford F-150 XLT,"$26,584 ", Rear-wheel Drive ,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo," 81,520 mi. "
2023 Chevrolet Tahoe RST,"$72,900 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 0 mi. 
2017 GMC Yukon XL Denali,"$32,987 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV," 109,189 mi. "
2017 Ford F-250 Lariat,"$61,804 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel," 51,812 mi. "
2023 GMC Sierra 1500 Elevation,"$52,890 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV, 5 mi. 
2020 Honda Insight EX,"$24,055 ", Front-wheel Drive ,Hybrid ,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid," 58,715 mi. "
2016 Volkswagen Tiguan S,"$12,495 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 102,539 mi. "
2015 Chevrolet Suburban 1500 LTZ,"$26,247 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 108,297 mi. "
2014 Lexus ES 350 Base,"$17,479 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC," 112,023 mi. "
2012 Toyota Tundra Grade,"$24,675 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC," 61,017 mi. "
2023 Subaru Forester Limited,"$37,412 ", AWD ,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC, 0 mi. 
2021 Chevrolet Tahoe Premier,"$63,823 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV," 43,200 mi. "
2023 Toyota Crown XLE,"$41,757 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 3 mi. 
2021 Audi A5 45 S line Premium Plus,"$39,890 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L," 27,444 mi. "
2019 Ford F-150 XLT,"$33,500 ", Four-wheel Drive ,Gasoline ,Automatic,"5L V-8 port/direct injection, DOHC, variable valve control, engi"," 58,008 mi. "
2021 Acura TLX Base,"$33,235 ", Front-wheel Drive ,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122," 36,302 mi. "
2012 Dodge Challenger SXT,"$10,957 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 139,950 mi. "
2023 Chevrolet Trailblazer LT,"$27,085 ", Front-wheel Drive ,Gasoline ,Automatic,"ECOTEC 1.3L I-3 gasoline direct injection, DOHC, variable valve", 1 mi. 
2024 GMC Sierra 2500 Denali,"$95,050 ", Four-wheel Drive ,Diesel ,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die", 0 mi. 
2024 Chevrolet Silverado 2500 LT,"$69,795 ", Four-wheel Drive ,Diesel ,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die", 0 mi. 
2018 GMC Yukon SLT,"$38,727 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 79,233 mi. "
2020 Ford F-150 ,"$29,108 ", Rear-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 71,799 mi. "
2020 Ford F-150 Lariat,"$34,490 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC," 60,366 mi. "
2019 Dodge Durango GT Plus,"$30,771 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 26,486 mi. "
2023 Ford Bronco ,"$49,970 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, 4 mi. 
2024 Lexus NX 350h NX 350h Luxury,"$57,145 ", AWD ,Hybrid Fuel ,Variable,Gas/Electric I-4 2.5 L/152, 0 mi. 
2023 Jaguar F-TYPE P450 RWD Automatic,"$87,120 ", Rear-wheel Drive ,Gasoline ,Automatic,"5L V-8 gasoline direct injection, DOHC, variable valve control,", 28 mi. 
2002 Lexus SC 430 ,"$23,490 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.3L V8 32V MPFI DOHC," 49,862 mi. "
2021 Tesla Model Y Long Range,"$46,358 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJYGDEEXMF281502 ,"

Adaptive Cruise ControlHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2015 Jeep Wrangler Sport,"$19,579 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 111,509 mi. "
2021 Chevrolet Tahoe RST,"$61,816 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV," 29,936 mi. "
2019 Jaguar XE S,"$37,000 ", All-wheel Drive ,Gasoline ,Automatic,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183," 29,635 mi. "
2022 Honda Accord Sport 1.5T,"$28,700 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo," 3,733 mi. "
2022 Hyundai Venue SEL,"$19,689 ", Front-wheel Drive ,Gasoline ,IVT,1.6L I4 16V MPFI DOHC," 38,711 mi. "
2022 RAM 2500 Power Wagon,"$69,030 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,"HEMI 6.4L V-8 VVT variable valve control, engine with cylinder d", 1 mi. 
2017 Dodge Journey SE,"$14,494 ", Front-wheel Drive ,Gasoline ,4-Speed Automatic,2.4L I4 16V MPFI DOHC," 62,234 mi. "
2017 Acura RDX Base,"$15,777 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC," 105,364 mi. "
2023 Chevrolet Silverado 2500 WT,"$53,425 ", Four-wheel Drive ,Gasoline ,–,6.6L V8 16V GDI OHV, 0 mi. 
2022 Land Rover Defender 110 S,"$62,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 14,704 mi. "
2023 Toyota Corolla Hybrid ,"$24,868 ", Front-wheel Drive ,Hybrid ,1-Speed CVT with Overdrive,1.8L I4 16V MPFI DOHC Hybrid, 2 mi. 
2023 Kia Telluride SX X-Pro,"$56,170 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC, 8 mi. 
2023 Chevrolet Tahoe RST,"$77,065 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,6.2L V8 16V GDI OHV, 7 mi. 
2016 Chevrolet Silverado 1500 LT,"$27,592 ", Four-wheel Drive ,E85 Flex Fuel ,6-Speed Automatic,4.3L V6 12V GDI OHV Flexible Fuel," 37,637 mi. "
2019 Ford F-150 XL,"$34,991 ", Four-wheel Drive ,E85 Flex Fuel ,6-Speed Automatic,3.3L V6 24V PDI DOHC Flexible Fuel," 14,022 mi. "
2019 Ford F-150 XLT,"$29,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo," 42,280 mi. "
2023 Bentley Bentayga Azure,"$274,655 ", AWD ,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 23 mi. 
2020 Ford Expedition Limited,"$37,965 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo," 72,468 mi. "
2020 Honda Civic EX,"$21,996 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo," 39,421 mi. "
2016 Ford Mustang V6,"$17,999 ", Rear-wheel Drive ,Gasoline ,Manual,"3.7L V-6 DOHC, Ti-VCT variable valve control, engine with 300HP"," 75,269 mi. "
2021 Toyota Highlander Hybrid LE,"$38,995 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 25,473 mi. "
2020 Land Rover Range Rover Sport 3.0L Supercharged HSE,"$51,500 ", Four-wheel Drive ,Gasoline ,Automatic,V6," 56,590 mi. "
2022 Cadillac Escalade ESV Premium Luxury,"$96,999 ", Rear-wheel Drive ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel," 18,842 mi. "
2010 Nissan 370Z Touring,"$24,950 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,3.7L V6 24V MPFI DOHC," 39,001 mi. "
2020 Ford F-150 Lariat,"$42,988 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 47,557 mi. "
2023 Chevrolet Colorado LT,"$34,860 ", Rear-wheel Drive ,Gasoline ,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control", 1 mi. 
2020 Ford F-150 XLT,"$38,768 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo," 30,120 mi. "
2020 Subaru Ascent Limited 7-Passenger,"$34,000 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo," 25,346 mi. "
2019 Lexus RX 350L Premium,"$38,996 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 35,187 mi. "
2021 Acura TLX A-Spec,"$38,974 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 25,134 mi. "
2019 BMW 540 i xDrive,"$34,344 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 44,491 mi. "
2008 Porsche 911 Carrera,"$40,975 ", Rear-wheel Drive ,Gasoline ,Manual,3.6L H6 24V MPFI DOHC," 50,878 mi. "
2020 BMW X3 M Base (A8),"$49,995 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo," 55,302 mi. "
2024 BMW X5 xDrive40i,"$73,855 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 1 mi. 
2023 Ford Expedition Max Platinum,"$89,199 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 9 mi. 
2014 Chevrolet Camaro 2SS,"$30,997 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,6.2L V-8 engine with 426HP," 49,400 mi. "
2023 Mercedes-Benz GLS 580 Base 4MATIC,"$122,620 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 6 mi. 
2021 Chevrolet Tahoe Z71,"$63,299 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV," 44,312 mi. "
2021 Nissan Armada SV,"$33,897 ", Four-wheel Drive ,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC," 59,970 mi. "
2021 GMC Yukon Denali,"$63,086 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV," 59,581 mi. "
2022 Chevrolet Silverado 1500 Work Truck,"$35,715 ", Rear-wheel Drive ,Gasoline ,Automatic,Gas V8 5.3L/325, 0 mi. 
2023 Chevrolet Colorado 2WD LT,"$35,140 ", Rear-wheel Drive ,Gasoline ,Automatic,Turbocharged Gas I4 2.7L/, 0 mi. 
2021 Toyota Sienna LE,"$39,380 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 47,501 mi. "
2019 Toyota Highlander XLE,"$30,590 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 60,761 mi. "
2022 Genesis G70 2.0T AWD,"$38,295 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 5,268 mi. "
2016 Audi S5 TECHNIK,"$31,000 ", – ,Gasoline ,7-Speed Automatic with S tronic,3.0L V6 24V Turbo DOHC," 27,675 mi. "
2021 Cadillac CT5 Luxury AWD,"$32,736 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 25,588 mi. "
2017 Honda Civic EX,"$20,717 ", Front-wheel Drive ,Gasoline ,Variable,Regular Unleaded I-4 2.0 L/122," 57,634 mi. "
2023 Jeep Grand Cherokee Summit,"$64,525 ", Four-wheel Drive ,Gasoline ,–,3.6L V6 24V MPFI DOHC, 11 mi. 
2022 Ford F-250 Lariat,"$97,615 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, – 
2022 Ford F-250 XLT,"$75,195 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, – 
2021 Toyota Venza Limited,"$38,663 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 21,842 mi. "
2023 Nissan Rogue SV,"$33,045 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I3 12V GDI DOHC Turbo, 8 mi. 
2018 Honda Fit Sport,"$17,123 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC," 41,598 mi. "
2023 Nissan Altima 2.5 SR,"$29,525 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC," 2,500 mi. "
2023 Nissan Armada Platinum,"$74,725 ", Four-wheel Drive ,Gasoline ,Automatic,5.6L V8 32V GDI DOHC, 8 mi. 
2023 Jeep Wrangler Rubicon,"$59,985 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 5 mi. 
2022 Toyota Camry XSE,"$35,000 ", All-wheel Drive ,Gasoline ,Automatic,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-i variab"," 4,518 mi. "
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,"$39,695 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC," 49,057 mi. "
2023 Hyundai Tucson Hybrid SEL Convenience,"$36,325 ", All-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 10 mi. 
2023 GMC Sierra 2500 Denali,"$87,255 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel, 15 mi. 
2023 GMC Sierra 2500 Denali,"$87,075 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel, 15 mi. 
2022 Chevrolet Corvette Stingray w/2LT,"$89,900 ", Rear-wheel Drive ,Gasoline ,8-Speed,6.2L V8 16V GDI OHV," 5,113 mi. "
2022 GMC Yukon XL Denali,"$67,664 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV," 27,984 mi. "
2021 Chevrolet Tahoe Z71,"$63,995 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV," 26,921 mi. "
2024 Kia Carnival SX,Not Priced, Front-wheel Drive ,Gasoline ,Automatic,3.5L, 8 mi. 
2016 Honda CR-V EX-L,"$18,149 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC," 74,471 mi. "
2023 GMC Yukon XL Denali,"$90,995 ", Four-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V GDI OHV, 6 mi. 
2013 Lincoln MKT EcoBoost,"$12,747 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo," 94,820 mi. "
2023 Kia EV6 Wind,"$48,000 ", Rear-wheel Drive ,1-Speed Automatic,Electric, KNDC34LA1P5105921 ,"

Heated SeatsNavigation SystemPower Liftgate

"
2019 Mercedes-Benz AMG CLS 53 S-Model 4MATIC,"$58,564 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 39,708 mi. "
2015 Lexus GX 460 Base,"$27,934 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC," 72,403 mi. "
2021 Porsche Cayenne AWD,"$70,821 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo," 18,902 mi. "
2019 Toyota Tacoma TRD Off Road,"$35,282 ", Four-wheel Drive ,Gasoline ,6-Speed Manual,3.5L V6 24V PDI DOHC," 72,805 mi. "
2022 Acura MDX w/A-Spec Package,"$49,481 ", All-wheel Drive ,Gasoline ,Automatic,Premium Unleaded V-6 3.5 L/212," 35,144 mi. "
2022 Mercedes-Benz GLC 300 Base,"$47,900 ", Rear-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 10,896 mi. "
2013 Chevrolet Cruze LS,"$7,999 ", Front-wheel Drive ,Gasoline ,Automatic,"ECOTEC 1.8L I-4 DOHC, variable valve control, engine with 138HP"," 146,349 mi. "
2022 Ford F-250 XLT,"$81,790 ", Four-wheel Drive ,Diesel ,Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 236 mi. 
2021 Jeep Grand Cherokee Laredo E,"$30,939 ", Four-wheel Drive ,Gasoline ,Automatic,Regular Unleaded V-6 3.6 L/220," 50,490 mi. "
2022 Ford F-150 XLT,"$61,355 ", Four-wheel Drive ,Gasoline ,Electronically Controlled Automatic,5.0L V8 32V PDI DOHC, 14 mi. 
2020 Acura MDX 3.5L,"$36,969 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC," 34,584 mi. "
2023 Ford Mustang Mach-E Select,"$50,805 ", All-wheel Drive ,Automatic,Electric, 3FMTK1SS7PMA17442 ,"

Navigation System

"
2017 Subaru Outback 3.6R Limited,"$18,971 ", All-wheel Drive ,Gasoline ,Automatic CVT,3.6L H6 24V MPFI DOHC," 94,282 mi. "
2023 Honda CR-V Hybrid Sport,"$34,245 ", FWD ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, – 
2023 Lexus NX 350h Premium,"$49,910 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 0 mi. 
2018 Ford F-150 XLT,"$30,707 ", Four-wheel Drive ,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo," 41,400 mi. "
2022 Toyota GR86 Base,"$30,493 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.4L H4 16V PDI DOHC," 11,285 mi. "
2023 BMW M550 i xDrive,"$88,880 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 1 mi. 
2023 Mercedes-Benz EQB 350 Base 4MATIC,"$64,411 ", All-wheel Drive ,Automatic,Electric, W1N9M1DB3PN036848 ,"

Keyless StartNavigation SystemPower Liftgate

"
2023 Jeep Wrangler Rubicon,"$58,195 ", Four-wheel Drive ,Gasoline ,Manual,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 285", 12 mi. 
2024 Chevrolet Trax LS,"$21,495 ", Front-wheel Drive ,Gasoline ,Automatic,Turbocharged Gas 3-Cyl 1.2L/, 0 mi. 
2023 Honda Pilot TrailSport,"$50,045 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 4 mi. 
2023 Honda Pilot Elite,"$54,180 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 4 mi. 
