Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2002 BMW 530 I AUTOMATIC,5988,Rear-wheel Drive,Gasoline,Automatic,3L I-6 DOHC Double VANOS variable valve control engine with 22,144815
2013 Ford Escape SEL,9995,Four-wheel Drive,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,110350
2014 Nissan Frontier SV,19273,Four-wheel Drive,Gasoline,Automatic,VQ 4L V-6 DOHC variable valve control engine with 261HP,91372
2019 Acura TLX V6 wTechnology Package,26495,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,47938
2014 Nissan Rogue SL,14361,All-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,101980
2024 Mazda CX-90 Preferred Plus,48075,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,10
2023 Chevrolet Silverado 1500 LTZ,68700,Four-wheel Drive,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,
2023 GMC Sierra 1500 Elevation,58998,Four-wheel Drive,Gasoline,Automatic,8 Cylinder Engine,8
2023 Audi Q7 55 Prestige,79475,All-wheel Drive,Gasoline,Automatic,3L V-6 gasoline direct injection DOHC variable valve control,10
2022 Honda Passport Elite,47620,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,169
2003 Ford Mustang GT,26900,Rear-wheel Drive,Gasoline,5-Speed Manual with Overdrive,4.6L V8 MPFI,14720
2013 Audi A4 2.0T Premium quattro,8888,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,124795
2022 Ford F-150 XLT,62660,Four-wheel Drive,E85 Flex Fuel,Automatic,5L V-8 portdirect injection DOHC variable valve control engi,0
2022 Jeep Cherokee Latitude Lux,44784,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.2 L198,11
2024 Lexus NX 350h Premium,49210,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2019 Toyota Highlander LE,23000,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,119521
2017 INFINITI QX80 Limited,35899,All-wheel Drive,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,51622
2021 BMW M850 i xDrive,76999,All-wheel Drive,Gasoline,Automatic,4.4L V-8 gasoline direct injection DOHC Double VANOS variable,26387
2013 Mercedes-Benz CLS-Class CLS 550,19995,Rear-wheel Drive,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,86186
2021 Honda Odyssey Elite,40442,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,23127
1974 Porsche 911,76500,NoInfo,,5-Speed,NoInfo,8858
2020 Audi A5 2.0T Premium,33551,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,35091
2022 Kia Stinger GT2,43000,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,10054
2022 Jeep Wagoneer Series II,75236,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,12
2013 Jeep Wrangler Sport,20588,Four-wheel Drive,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,104546
2021 Porsche Macan S,61500,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,21421
2021 GMC Yukon SLT,60992,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,36531
2007 Mercedes-Benz S-Class S 550,15495,Rear-wheel Drive,Gasoline,7-Speed Automatic,5.5L V8 32V MPFI DOHC,61253
2023 Jeep Wrangler High Altitude,57121,Four-wheel Drive,Diesel,Automatic,Intercooled Turbo Diesel V-6 3.0 L182,0
2017 Kia Forte LX,12745,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,67224
2021 Ford Bronco Wildtrak,58823,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,21041
2022 RAM 1500 Laramie,54012,Four-wheel Drive,Diesel,Automatic,EcoDiesel 3L V-6 diesel direct injection DOHC intercooled turb,5
2012 Nissan Altima 2.5 S,5500,Front-wheel Drive,Gasoline,Automatic,2.5L I-4 DOHC variable valve control engine with 175HP,151220
2024 Mazda CX-90 Premium,51669,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,5
2023 Kia Sorento X-Line EX,41685,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,8
2020 Acura MDX 3.5L wTechnology Package,39818,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,15385
2015 GMC Sierra 2500 SLE,32995,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.0L V8 16V MPFI OHV Flexible Fuel,77548
2019 Lexus RX 350 350,36000,Front-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,37119
2022 Cadillac CT5-V V-Series,52393,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,3107
2021 Porsche Macan S,59995,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,34720
2013 Lexus LS 460 L,24426,Rear-wheel Drive,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,105942
2023 Genesis G80 3.5T,73995,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,12
2022 BMW X3 xDrive30i,41476,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,28028
2020 Audi Q3 45 Premium,33494,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,20746
2012 Chevrolet Camaro 2LT,14577,Rear-wheel Drive,E85 Flex Fuel,6-Speed Manual,3.6L V6 24V GDI DOHC Flexible Fuel,121980
2021 Volkswagen Arteon 2.0T SEL R-Line,25679,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,38968
2021 GMC Yukon SLT,53263,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,59158
2010 Honda CR-V EX-L,13150,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,120374
2008 Honda Accord EX-L,9450,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,120036
2019 Honda Ridgeline RTL,31493,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,41634
2022 Toyota Avalon Hybrid XSE Nightshade,36985,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,26063
2012 Toyota Camry SE Limited Edition,15383,Front-wheel Drive,Gasoline,Automatic,2.5L I-4 DOHC variable valve control engine with 178HP,78531
2022 Ford F-150 XLT,,Four-wheel Drive,Gasoline,Automatic,5.0L V8 32V PDI DOHC,54
2021 Ford Bronco Sport Outer Banks,30500,Four-wheel Drive,Gasoline,Automatic,EcoBoost 1.5L I-3 portdirect injection DOHC Ti-VCT variable v,49390
2017 Ford Expedition Limited,24000,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,101897
2013 Porsche Cayenne Diesel,23519,All-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,89260
2020 Volkswagen Golf GTI 2.0T SE,26995,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,27370
2016 Chevrolet Camaro 2LT,23288,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,50200
2021 Mazda Mazda3 FWD wSelect Package,20400,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,62529
2020 Mercedes-Benz S-Class S 450,62975,Rear-wheel Drive,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,24600
2024 Mazda CX-90 Preferred Plus,47275,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,6
2021 Kia K5 GT,32515,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,18975
2023 Mazda CX-5 2.5 S Premium,34609,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,5
2024 Lexus NX 350h NX 350h Premium,49195,All-wheel Drive,Hybrid Fuel,Variable,GasElectric I-4 2.5 L152,0
2024 BMW X5 sDrive40i,70645,Rear-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,3
2021 Toyota Highlander Limited,41400,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,37135
2018 MINI Countryman Cooper ALL4,23500,All-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,39875
2022 Mercedes-Benz Maybach S 580 4MATIC,259995,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,3474
2023 Lexus GX 460 Base,61265,Four-wheel Drive,Gasoline,Automatic,4.6L V-8 DOHC VVT-i variable valve control engine with 301HP,5
2010 Toyota Corolla S,8035,Front-wheel Drive,Gasoline,5-Speed Manual,1.8L I4 16V MPFI DOHC,128938
2021 BMW 750 i xDrive,68496,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,23426
2020 Lexus RX 350 350,42177,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,37744
2022 Honda Pilot Sport,40595,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5
2023 Mercedes-Benz GLB 250 Base 4MATIC,52170,All-wheel Drive,Gasoline,8-Speed,2.0L I4 16V GDI DOHC Turbo,3450
2012 Ford F-150 XLT,15949,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,156716
2023 Audi e-tron GT Premium Plus,97787,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2019 Toyota Highlander LE,29459,Front-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,41224
2023 Volkswagen Golf R 2.0T 20th Anniversary Edition,48384,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,
2017 GMC Acadia Denali,26488,All-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,61915
2023 Ford Transit-250 Base,65005,Rear-wheel Drive,Gasoline,Automatic,3.5L V-6 portdirect injection DOHC variable valve control en,5
2012 Ford F-150 FX4,16499,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,141044
2023 Jeep Wrangler 4xe Sahara,64285,Four-wheel Drive,Hybrid,Automatic,Intercooled Turbo GasElectric I-4 2.0 L122,9
2018 Subaru Crosstrek 2.0i,20878,All-wheel Drive,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,58228
2023 Jeep Wrangler Sport,36977,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,11
2020 INFINITI QX60 Luxe,33665,All-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,17894
2023 Chevrolet Corvette Stingray w3LT,102885,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,5
2022 Chevrolet Camaro 2SS,49000,Rear-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,7746
2023 Hyundai IONIQ 6 Limited,57720,All-wheel Drive,Automatic,Electric,NoInfo,
2000 BMW Z3 2.3 Roadster,11990,Rear-wheel Drive,Gasoline,4-Speed Manual,2.5L I6 24V MPFI DOHC,78212
2021 Porsche Macan S,64986,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,4229
2015 Ford Fiesta SE,8792,Front-wheel Drive,Gasoline,5-Speed Manual,1.0L I3 12V GDI DOHC Turbo,73076
2023 GMC Sierra 1500 AT4,76792,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,
2020 Mercedes-Benz AMG E 53 Base 4MATIC,59690,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,14224
2023 Bentley Bentayga,251815,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,45
2016 INFINITI QX50 Base,17450,All-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,85353
2023 BMW X3 sDrive30i,,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,8
2023 Lexus UX 250h F SPORT Design,46140,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V PDI DOHC Hybrid,0
2016 Mercedes-Benz GLC-Class GLC 300 4MATIC,24315,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,67747
2024 Lexus NX 250 Premium,44850,NoInfo,Gasoline,Automatic,NoInfo,6
2005 Dodge Neon SXT,6498,Front-wheel Drive,Gasoline,4-Speed Automatic,2.0L I4 16V MPFI SOHC,77902
2020 Mercedes-Benz GLS 450 Base 4MATIC,62986,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,41270
2002 Ford Thunderbird Premium,17700,Rear-wheel Drive,Gasoline,5-Speed Automatic,3.9L V8 32V MPFI DOHC,61082
2015 Jeep Grand Cherokee Limited,13470,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,174578
2023 Mercedes-Benz Maybach GLS 600 4MATIC,189995,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,1730
2022 Honda Passport TrailSport,39123,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,14781
2016 Toyota Tundra SR5,27873,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,136080
2019 RAM 1500 Rebel,35331,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,32253
2013 Toyota RAV4 XLE,17995,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,43064
2023 Mazda CX-30 Premium Package,33294,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,40
2017 Mercedes-Benz S-Class S 550 4MATIC,33850,All-wheel Drive,Gasoline,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,111197
2019 Toyota RAV4 LE,21943,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,103085
2001 Chevrolet Corvette,20750,Rear-wheel Drive,Gasoline,4-Speed Automatic,5.7L V8 16V MPFI OHV,35880
2023 RAM 2500 Laramie Crew Cab 4x4 64 Box,83845,Four-wheel Drive,Diesel,Automatic,Cummins 6.7L I-6 diesel direct injection VVT intercooled turbo,5
2020 BMW 740 i,47987,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,28654
2023 Cadillac CT5 Premium Luxury AWD,50055,All-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7
2017 Ford F-150 XL,24989,Four-wheel Drive,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,75618
2008 Pontiac G6 1SV Value Leader,7799,Front-wheel Drive,Gasoline,Automatic,Gas 4-Cyl 2.4L147,82325
2020 Mazda MX-5 Miata RF Club,26987,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,35140
2021 Mercedes-Benz AMG GLC 43 AMG GLC 43,56991,All-wheel Drive,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L183,21023
2023 Ford Bronco Base,41185,Four-wheel Drive,Gasoline,Automatic,EcoBoost 2.7L V-6 portdirect injection DOHC Ti-VCT variable v,0
2023 Nissan Rogue S,31445,All-wheel Drive,Gasoline,Automatic CVT,1.5L I3 12V GDI DOHC Turbo,5
2015 Volkswagen CC 2.0T Sport,12995,Front-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,82462
1975 Porsche 911 Carrera Targa,78500,NoInfo,Gasoline,5-Speed Manual,NoInfo,35167
2021 Jeep Grand Cherokee L Summit Reserve,53595,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.6 L220,26428
2022 GMC Yukon AT4,70844,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,33581
2023 Dodge Charger GT,48290,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1
2023 Mazda CX-50 2.5 S Preferred Plus Package,34175,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,5
2015 Chevrolet Camaro 2LT,20995,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,52391
2021 Toyota Land Cruiser Base,77555,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,51559
2016 Chevrolet Tahoe LS,29387,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,69196
2022 Mazda MX-30 Premium Plus,25073,Front-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2021 Land Rover Range Rover Sport HSE Silver Edition,69273,Four-wheel Drive,Gasoline,Automatic,NoInfo,24123
2019 Nissan Titan SV,25693,Rear-wheel Drive,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,89541
2018 Jeep Wrangler Unlimited Rubicon,38988,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,42471
2015 Volvo V60 T5 Platinum,13999,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC Turbo,154999
2023 Hyundai Santa Fe XRT,37965,All-wheel Drive,Gasoline,8-Speed Automatic with Overdrive,2.5L I4 16V PDI DOHC,14
2022 Acura MDX Advance,53500,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,15222
2008 Honda Civic LX,6950,Front-wheel Drive,Gasoline,5-Speed Manual,1.8L I4 16V MPFI SOHC,145746
2014 Dodge Challenger SXT,17999,Rear-wheel Drive,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,95402
2012 Ford Mustang V6,14900,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,69470
2018 Toyota Tundra Platinum,33688,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,176120
2017 Ford Mustang GT Premium,32999,Rear-wheel Drive,Gasoline,6-Speed Manual,5.0L V8 32V MPFI DOHC,59649
2020 Porsche Macan S,49990,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,39683
2019 Honda Insight Touring,18861,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,122803
2017 Ford F-150 Lariat,31968,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,82426
2018 Toyota Tacoma SR5,32213,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,57150
2022 Dodge Challenger RT,36998,Rear-wheel Drive,Gasoline,Automatic,HEMI 5.7L V-8 variable valve control engine with cylinder deact,15
2018 Chevrolet Silverado 2500 LTZ,41750,Four-wheel Drive,Diesel,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,150867
2015 Mercedes-Benz S-Class S 550,37209,Rear-wheel Drive,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,56236
2015 Honda Accord LX,17894,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,72353
2017 Volvo XC90 T5 Momentum,22962,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,81175
2019 Porsche Cayenne Base,55995,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,28444
2022 GMC Yukon SLE,55217,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,16843
2023 Mercedes-Benz GLE 450 AWD 4MATIC,79860,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,0
2020 Lincoln Continental Reserve,43194,All-wheel Drive,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,18252
2023 Kia Telluride S,42475,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,10
2023 GMC Yukon SLT,74100,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,2
2023 Jeep Grand Cherokee Limited,51190,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,0
2021 BMW M240 i xDrive,48995,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,3945
2019 Acura MDX 3.5L wTechnology Package,29576,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,65980
2017 Ford Focus RS Base,32995,All-wheel Drive,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,55082
2022 Honda Pilot EX-L,43195,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,0
2023 BMW 530 i xDrive,63035,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10
2018 Toyota Corolla iM Base,17395,Front-wheel Drive,Gasoline,7-Speed Automatic,1.8L I4 16V MPFI DOHC,71929
2024 Chevrolet Trax LS,22740,Front-wheel Drive,,Automatic,NoInfo,1
2023 Kia Telluride S,42570,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,10
2018 Chevrolet Suburban LT,27448,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,104222
2021 Toyota Corolla Hatchback Nightshade,23499,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,34693
2023 Ford Expedition King Ranch MAX,83893,Four-wheel Drive,Gasoline,Automatic,EcoBoost 3.5L V-6 portdirect injection DOHC variable valve co,5
2020 Volkswagen Atlas Cross Sport 2.0T SE wTechnology,28700,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39538
2022 GMC HUMMER EV Edition 1,172976,Four-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Mercedes-Benz Maybach S 680 Base 4MATIC,238955,All-wheel Drive,Gasoline,9-Speed Automatic,6.0L V12 36V MPFI SOHC Twin Turbo,0
2019 Dodge Challenger SRT Hellcat,64959,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,18655
2021 Toyota 4Runner SR5,33621,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,73104
2022 GMC Sierra 1500 Denali,65997,Four-wheel Drive,Gasoline,Automatic,EcoTec3 5.3L V-8 gasoline direct injection variable valve contr,0
2023 Kia Sportage LX,26980,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,31488
2022 Ford F-150 Lariat,104591,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,2559
2013 Chevrolet Camaro ZL1,43966,Rear-wheel Drive,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,27931
2018 Alfa Romeo Stelvio Base,24703,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,30416
2019 BMW 440 i,32749,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,59843
2014 Ford F-150 SVT Raptor,37688,Four-wheel Drive,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI SOHC,100377
2015 Honda CR-V LX,18800,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,48936
2022 Audi RS 6 Avant 4.0T quattro,126800,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,5031
2023 Kia Telluride EX,46965,NoInfo,Gasoline,Automatic,3.8L V6 DOHC,0
2019 Audi A4 2.0T Premium Plus,26998,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,47081
2015 Chevrolet Silverado 1500 LT,22795,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,4.3L V6 12V GDI OHV Flexible Fuel,90313
2019 Lexus LS 500 Base,48999,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,55953
2022 Genesis GV80 2.5T,46995,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,20238
2023 Ford Bronco Sport Big Bend,33835,Four-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,5
2016 Jeep Grand Cherokee Limited,24983,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.6 L220,64061
2020 Chevrolet Corvette Stingray w3LT,84446,Rear-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV,11978
2019 Honda Civic Sport,20000,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,35598
2014 Toyota Camry L,14489,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,127399
2023 Mazda CX-30 Premium Package,34184,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,5
2023 Cadillac CT4-V V-Series Blackwing,74155,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,6
2022 Ford Mustang GT Premium,57705,Rear-wheel Drive,Gasoline,Automatic,Premium Unleaded V-8 5.0 L302,3
2023 Porsche 911 Carrera S,184000,NoInfo,Gasoline,8-Speed Automatic,3.0L H6 24V GDI DOHC Twin Turbo,170
2020 Ford Explorer XLT,34950,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,35719
2023 Alfa Romeo Stelvio Ti,57275,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,50
2023 Chrysler 300 S,41710,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,8
2023 Nissan Versa S,,Front-wheel Drive,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,2
2020 Mazda CX-9 Touring,27988,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,40940
2022 Kia Seltos LX,23723,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,24317
2020 GMC Sierra 2500 Denali,69578,Four-wheel Drive,Diesel,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,11624
2020 Cadillac XT6 Sport AWD,44888,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,24137
2010 Jeep Liberty Sport,5750,Four-wheel Drive,Gasoline,4-SPEED AT,V6 Cylinder Engine,156160
1999 Plymouth Prowler,32990,Rear-wheel Drive,Gasoline,4-Speed Automatic,3.5L V6 24V MPFI SOHC,12443
